blunt	钝
suicide	自杀
rim	边
approving	满意的
nobelium	锘
admixture	混合
osmosis	渗透
archbishop	大主教
amazingly	惊人的
austenitic	奥氏体的
venomously	狠毒地
biennially	二年一次地
mono	单的
reunion	团圆
violinist	小提琴家
disrespect	无礼
white dwarf	白矮星
differentiable	可微的
Cuba	古巴
Palestine	巴勒斯坦
second-class	二等的
confirm	证实
jump	跳
lash	睫毛
external	外
support	支持
black out	灯火管制
nectar	花蜜
Bonaire	博内尔岛
paltry	不足取的
apiarian	蜜蜂的
cuddly	令人想拥抱的
unencumbered	没有阻碍的
seabed	海底
fire tongs	火钳
ingress	进入
bewail	哀叹
adze	锛子
spotted	有斑点的
vault	窖
rough	粗
dismay	沮丧
starved	沉积缺乏
senile	惛
relation	关系
spadix	肉穗花序
film	电影
Betelgeuse	参宿四
attar	花油
encephalitis	脑炎
weasel	黄鼠狼
exhausting	辛苦
ball bearing	滚珠轴承
pentoxide	五氧化物
rhodium	铑
wandering albatross	漂泊信天翁
Chaldea	卡尔迪亚王国
whipped cream	生奶油
tank	坦克
flippant	㑙
monopoly	独占
sabotage	蓄意破坏
sequel	续集
interleaf	插页
lamentable	可悲
preschool	幼稚园
cyclic	轮转的
District of Columbia	哥伦比亚特区
delirious	神志昏迷的
dandle	娇养
handmade	手工的
iota	约塔
unintentionally	无意中
insignificance	无意义
fitness	适合
hip-hop	嘻哈
kilogram-meter	千克米
methyl	甲基
examine	查
silicic acid	硅酸
namelessness	匿名
self-control	自我控制
wear and tear	磨损
veterinary medicine	兽医学
nanosecond	十亿分之一秒
compulsively	强制地
counterfeiter	伪造者
unsatisfactory	令人不满意的
revive	苏
gravitate	沉下
hepatica	獐耳细辛
forest fire	林火
yearbook	年鉴
grapevine	葡萄藤
sahib	阁下
capsizing	倾覆
granny knot	打错的平结
Amazon	亚马逊河
stain	斑点
prenatal	出生以前的
intellect	智力
quantum theory	量子力学
botanical	植物学的
mogul	蒙古人
adversity	厄
airlock	气塞
console	慰
tapered	锥形的
bracelet	手镯
colloquially	用白话
cast on	急忙披上
episiotomy	外阴切开术
pentameter	五步格诗
nuisance tax	小额消费品税
ketose	酮糖
inferno	地狱
brothel	妓院
feticide	杀害胎儿
acyclic	无环的
pathological	病理的
fatty	胖子
Midas	迈达斯
pathologic	病理的
backpack	背包
disarm	解除武装
eosin	曙红
nook	角落
solar	太阳的
sulfonamide	磺胺药物
brain drain	人才外流
cerussite	白铅矿
meniscus	半月板
blackbody	黑体
naturist	天体运动者
Texan	德克萨斯的
Winchester	英格兰
kind	类
overtake	超
submit	呈
stallion	公马
island	岛
bumpy	颠簸的
goose skin	粟
interject	插嘴
holystone	磨石
juniper berry	欧洲刺柏
lard	猪油
Jap	日本鬼子
irritation	刺激物
isotropy	各向同性
multilateral	多边的
peasant	农夫
vice president	副总统
activation energy	活化能
mass number	质量数
propose	求婚
cringe	㠢
blessing	福
alopecia	秃头症
Donetsk	顿涅茨克
Philemon	腓利门书
clastic	碎片性的
decipherable	可翻译的
neural	背的
litigious	好诉讼的
less	少
lingual	舌的
endanger	殆
sibilant	咝咝作声的
mother tongue	母语
bioscience	生物科学
bookshelf	书架
illiteracy	文盲
climax	高潮
aura	先兆
organism	生物
tureen	汤罐
harlot	娼
Bahamas	巴哈马
melancholic	忧郁症患者
rheumatic	风湿症的
ferromagnetism	铁磁性
inhaler	吸入器
insolubility	不溶解性
anomie	反常状态
brontosaur	迷惑龙
artiodactyl	偶蹄目
bigotry	固执
rickshaw	黄包车
belles-lettres	纯文学
television set	电视机
Strait of Dover	多佛尔海峡
forbidding	令人难亲近的
graduate	毕业
foam	泡沫
sainfoin	红豆草
Sulawesi	苏拉威西岛
micturition	排尿
cisco	加拿大白鲑
activated carbon	活性炭
acetic	醋酸的
meekly	温顺地
masseter	咬肌
soup	汤
facial expression	面部表情
absolve	赦免
bookcase	书架
albite	钠长石
martensite	马氏体
telegram	电报
Axis	坐标轴
leg	腿
housing	住房
lesbian	拉拉
orange peel	橙皮
renege	食言
pronunciation	发音
sampling	采样
comic	喜剧的
bacteria	细菌
bipolar	双极的
divisibility	整除性
velveteen	平绒
dinner table	餐桌
Timor Sea	帝汶海
income tax	所得税
lazybones	懒骨头
schnozzle	鼻子
benzene	苯
unearned income	非劳动收入
trigonometry	三角法
absence	缺席
gnome	格言
garnet	石榴石
plumber	管子工
akin	血族的
mesotron	介子
feminist	女权扩张论者
leafy	多叶的
hexose	己糖
roughen	变粗糙
syllabification	划分音节
unisex	男女皆宜的
swordfish	剑鱼
ruction	吵闹
printing press	印刷机
eyelash	睫毛
parasympathomimetic	拟副交感神经的
bore	钻
genre	类型
interpret	翻译
disposal	处理
snooze	小睡
pile driver	打桩机
religion	宗教
apotheosis	神化
byproduct	副产品
network	网络
palisade	栅栏
poltergeist	骚灵现象
scorer	记录员
sigma	西格马
insubordination	不顺从
signatory	签字者
unthinkingly	轻率地
love song	情歌
as it is	实际上
CRO	阴极射线示波器
write	写
outlay	费用
recitation	吟诵
remark	备注
copulation	交配
lag	落后
recognize	认
swat	重拍
jocular	诙谐
operand	操作数
Florentine	佛罗伦萨人
articulate	有关节的
conveyor belt	传送带
coral	珊瑚
oblong	长方形
introspection	内省
signage	招牌
person-to-person	私
white slave	白人妓女
Pavlovian	巴甫洛夫的
Federal Republic of Germany	德意志联邦共和国
Buenos Aires	布宜诺斯艾利斯
Baikal	贝加尔
ruin	鄻
razor clam	蛏
rampage	狂暴
reenactment	再制定
acinus	小核果
sonic	音波的
Delaware	特拉华文
skimmed milk	脱脂乳
evasive	逃避的
chauvinism	沙文主义
crucify	钉死
earwig	蠼螋
aquatics	水上运动
falls	落
tea cosy	保温套
hypovolemic	血容量减少的
tricuspid	有三个尖头的
reconnaissance	侦察
fabricate	制造
fishy	腥
heme	亚铁血红素
shipment	装船
azure	天蓝色
ice age	冰期
morganatic	贵贱通婚的
surcharge	附加费
sop	面包片
tartar	酒石
Independence Day	独立日
inferior court	初级法院
typify	象徵
foreign exchange	外汇
biotite	黑云母
clit	阴核
cauliflower ear	皱缩耳
belaying pin	套索桩
salvation	拯救
arm	胳膊
micropaleontology	微体古生物学
psychoanalyst	心理分析学者
cranberry	蔓越桔
heterogeneous	异质
vexatious	为难的
eluate	洗出液
schizogony	裂殖生殖
grog	熟料
litotes	间接肯定法
phosphorous	含磷的
semiquaver	十六分音符
major key	大调
bubble bath	泡泡浴
northwest by west	西北偏西
sabre-toothed	上犬齿的
Luxembourgian	卢森堡的
Utrecht	乌德勒支
Dubliner	爱尔兰
copy	抄
arrival	抵达
palaeoclimatology	古气候学
unlike	不比
backsword	单刃剑
soursop	刺果番荔枝
condiment	调味品
reflex	反射
demarcation	划界
foreclosure	丧失抵押品赎回权
nonce	目前
rachitic	佝偻病的
wireless	无线电
nuclear family	核心家庭
blasphemer	辱骂者
reductase	还原酶
cosecant	余割
Armenian	亚美尼亚语
Mar	3月
hydrophobia	狂犬病
try out	试行
finish	完
bank statement	银行对帐单
drama	戏剧
black mulberry	黑桑
healthily	健康地
impend	迫近
sawfly	叶蜂
red squirrel	松鼠
Cinderella	灰姑娘
herbalist	草药医生
wok	镬
defeatist	失败主义者
colostrum	初乳
noun phrase	名词短语
oilbird	大怪鸱
exist	存在
embroider	绣
expulsion	开除
petrify	使吓呆
syncope	昏厥
water pollution	水污染
arithmetical	算术的
bedfast	卧床不起的
catabolism	异化作用
chevrotain	麝香鹿
maternal	母亲
garter	袜带
godsend	天赐之物
hedgehop	超低空飞行
wickedly	豺
serif	衬线
electronic mail	电子邮件
descending colon	降结肠
simple sentence	单句
mathematician	数学家
Orleans	奥尔良
labour	劳动
magnification	放大
evil	恶
pestilence	疫
leakage	渗漏
communal	公社的
telemetry	遥测术
comer	新来者
surreal	玄妙
radioactive	放射性的
plumy	有羽毛的
card game	纸牌游戏
cayenne	辣椒
parvenu	暴发户
reelection	改选
coastline	海岸线
ahistorical	非历史的
biryani	印度香饭
Sabah	沙巴
shit	屎
vole	田鼠
subject	主题
editor	编辑
teething	出牙
hogweed	豕草
reform	改革
bot	傀儡程式 (bot)
conglutinate	粘合
Thalia	塔利亚
baneful	有害的
secretarial	秘书的
coloured	有彩色的
hardworking	勤劳
windshield	挡风玻璃
bubonic plague	黑死病
frogmouth	蛙嘴夜鹰
timolol	噻吗咯尔
allegorise	寓言式解释
remorse	悔恨
areca	槟榔树
cigar	雪茄
scrum	扭打
imprison	关押
sodomise	鸡奸
flap	繙
towrope	拖曳缆
destructive	破坏的
davit	吊柱
hypodermic	皮下的
leu	列伊
osteopetrosis	骨硬化病
widower	鳏夫
Judas	犹大
oxalic acid	草酸
coenzyme	辅酶
palatine tonsil	腭扁桃体
sea urchin	海胆
High Mass	大弥撒
decline	衰
Father	爸爸
warm up	热
paralyze	使无能为力
competence	能力
saddle	鞍
plausible	䆗
eicosapentaenoic acid	二十碳五烯酸
clairvoyant	透视的
enteric	肠的
dollhouse	玩具屋
fivefold	蓗
whirlwind	旋风
cultism	拜祭
state of the art	前沿
crippled	蹇
rock crystal	无色水晶
madden	激怒
yogic	瑜珈的
Djibouti	吉布提
humanitarian	人道主义
controller	控制器
decadence	堕落
intertwine	绞
episcopal	主教的
for the most part	㮣
pout	撅嘴
voluptuous	体态丰满的
orbit	轨道
mailbox	邮箱
breakwater	防波堤
Oregonian	俄勒冈州的
adenine	腺嘌呤
big bang	大爆炸
gaslight	煤气灯光
serendipity	机缘
Reformation	宗教改革
timetable	时间表
paripinnate	偶数羽状的
Malay	马来语
distribute	分
wording	措词
bunting	鹀科
probability	概率
educate	育
Musca	苍蝇座
homework	家庭作业
perimeter	周长
yell	叫
Lusitanian	卢西塔尼亚语
rapacious	强夺的
augur	占兆官
parody	戏仿
peeper	偷窥者
research	研究
narwhal	一角鲸
mincer	碎肉器
thistle	蓟
Christmas cake	圣诞节蛋糕
abbacy	任期
euphonic	悦耳的
librarian	图书馆员
oblivious	健忘的
springy	有弹力的
recall	回忆
actively	活跃地
pleasantly	愉快地
anagram	变形词
anecdote	轶事
butch	男性化的
delimit	划界
doge	共和国总督
meteorological	气象的
motorcar	汽车
Tamil Tigers	泰米尔伊拉姆猛虎解放组织
Jehovah	耶和华
titration	滴定
prepayment	先付
west by north	西偏北
Indochina	印度支那
infantry	步兵
holistic	全盘
milk	奶
ambrosia	神的食物
blood-brain barrier	血脑屏障
anti	反
anthroposophy	人智说
breastplate	护胸甲
communism	共产主义
gasbag	气囊
splotch	污点
harbor seal	斑海豹
butterfly stroke	蝶泳
cohere	粘着
wine cellar	酒窖
premature ejaculation	早泄
twat	女性生殖器
chalaza	系带
frictionless	无摩擦的
Albania	阿尔巴尼亚
project	项目
lavish	浪费的
eyrie	鹰巢
birthrate	出生率
poliovirus	脊髓灰质炎病毒
ethnic group	民族
irregularly	不规则地
singsong	单调无味
barberry	伏牛花
corpuscular	血球的
indefinitely	不确定地
kyphosis	驼背
oxalis	醋浆草
pedometer	步程计
disability	残疾
trivia	琐事
antiparticle	反粒子
toy poodle	玩具贵宾犬
Amsterdam	阿姆斯特丹
die	死
home	家
addressee	收件人
report	报告
testament	遗嘱
bobsleigh	长橇
vise	虎钳
respondent	被告
vetch	野豌豆
Isaiah	以赛亚书
archway	拱道
conductive	传导的
ebonite	硬橡胶
sociolinguistics	社会语言学
X chromosome	X染色体
New Year	新年
perilune	近月点
Santiago	圣地亚哥
Oceania	大洋洲
rook	车
bread	面包
granular	粒状的
vulgarism	俗语
outlet	出口
clipper	大剪刀
cookie	饼干
New Caledonia	新喀里多尼亚
nutty	狂热的
drawback	缺点
endometritis	子宫内膜炎
safe-conduct	安全通行权
theta	西塔
revoke	废除
Zambezi	赞比西河
legalization	合法化
fire engine	消防车
tango	探戈
water scorpion	红娘华
influence	影响
owner	所有者
sham	假
stocky	粗壮
mankind	人类
foreign	外国的
consumption	消费
pinpoint	针尖
tic-tac-toe	一字棋
danger	危险
noseless	无喷嘴的
nuthatch	五子雀
peerage	贵族阶级
spurn	拒斥
thumbtack	图钉
modal logic	模态逻辑
great crested grebe	凤头鸊鷉
microbe	微生物
oil rig	石油钻台
extend	伸
bewitch	迷
trident	三叉戟
defend	守
cornflour	玉米淀粉
tourist	旅游者
wonton	馄饨
Paleolithic	旧石器时代
seem	好像
CD player	CD播放机
crawfish	螯虾
Aaron	亚伦
polymorphous	多形的
pillion	后部座位
vanadinite	钒铅矿
booby	呆子
Turing machine	图灵机
botch up	弄糟
bugler	喇叭手
crossbill	鹖
learning	学习
pass out	昏倒
hamster	仓鼠
ad	广告
adoptive	收养关系的
cache	高速缓存
breadboard	试验板
syrupy	蜜
fervent	热切
idler	惰轮
fugue	赋格曲
mislay	放错地方
soapstone	皂石
pavement artist	马路画家
Bratislava	布拉迪斯拉发
dyadic operation	二元运算
pretext	借口
heifer	小牝牛
ass-kisser	无耻的拍马者
behave	做人
conjurer	巫师
holiday	假日
transient	瞬变的
toll	通行费
hear	听见
headpiece	胄
salesman	推销员
romantic	旎
tocsin	警报
public service	公用设施
homeless	无家可归
joinery	细木匠业
laterally	深
larder	肉贮藏处
cymbal	铙钹
interconnection	互相连络
europium	铕
butter knife	黄油刀
Guyanese	圭亚那居民
Abkhazia	阿布哈兹
ruffle	皱褶
branch	树枝
attrition	磨擦
dispenser	药剂师
Shetland	设得兰群岛
capsicum	菜椒
Horace	贺瑞斯
bibliographic	书籍解题的
crispy	酥
sane	头脑清楚
reporter	记者
rumple	皱褶
Mephistopheles	梅菲斯托费勒斯
synagogue	犹太教堂
Bursa	布尔萨
guide dog	导盲犬
predation	捕食
take after	像
Ob	鄂毕河
mating	交配
replicate	折转
dropsy	㽷
deny	否认
taper	锥形
forsake	抛弃
trematode	吸虫
miraculous	奇迹的
systemic	系统的
noggin	小茶杯
egalitarian	平等主义的
typically	代表性地
pocketbook	笔记本
coefficient	系数
intersect	交
doubtlessly	毫无疑问
hydrogen bond	氢键
Greater Antilles	大安的列斯群岛
Helsinki	赫尔辛基
erythrocyte	红血球
tenacity	韧性
vulgarity	粗俗
decease	死亡
aerospace	航空宇宙
starch	淀粉
terror	恐怖
dude	花花公子
retroactively	逆动地
wardress	女典狱官
golf club	高尔夫球棍
Cayman Islands	开曼群岛
seppuku	切腹
infiltration	渗入
soda water	苏打水
silver medal	银牌
hexahedron	六面体
spliff	大麻烟卷
tremendous	巨大的
conceit	自负
pulchritude	美丽
seed	种子
spill	洒
excursion	郊游
funny	擽
adit	横坑
electrophoresis	电泳
hydrolysate	水解产物
literally	按照字面
Orient	东方
jet engine	喷气发动机
cover version	翻唱
mole cricket	蛞
psalmist	赞美诗作者
bandwagon	乐队花车
minimum wage	最低工资
pineapple	菠萝
Democratic Republic of the Congo	刚果民主共和国
Corsica	科西嘉岛
Brighton	布里奇顿
Antwerp	安特卫普
produce	生产
rostrum	讲坛
boards	理事会
sponge	海绵
rhubarb	大黄
articulatory	分节的
asphodel	日光兰
asymptotic	渐近的
West Bank	西岸
nitrite	亚硝酸盐
amusement park	游乐场
putty	油灰
rational number	有理数
bimbo	女人
Parisienne	巴黎女士牌汽车
dare	敢
salt	盐
fat	胖
farewell	再见
fasces	束棒
Calliope	卡利俄佩
coincident	一致的
aridity	干旱
drachma	德拉克马
fecundate	使多产
geostationary	地球空间站
satyriasis	男子色情狂
murine	鼠科的
swimmer	游泳者
Yale	耶鲁
sinlessness	清白
liquidation	清算
fluorite	萤石
delphinium	飞燕草
overpower	制
invent	发明
magazine	杂志
interpretation	翻译
gash	砍入很深
artless	无虚饰的
Latinist	拉丁语学者
connectedness	连通性
debunk	揭穿
gigabit	十亿位元
gladden	使喜悦
paradisiacal	天堂的
parchment	羊皮纸
intransitive verb	不及物动词
surveil	审视
respiratory tract	呼吸道
arctan	反正切
lion cub	小狮子
gaillardia	天人菊属植物
San Salvador	圣萨尔瓦多
dominant	支配的
statue	雕像
pope	教宗
scarlet fever	猩红热
hammer	锤子
praise	赞扬
piety	虔诚
devotion	㦢
bias	偏见
moderately	适度地
dyslogistic	责难的
object language	目标语言
destruct	自毁
granduncle	伯叔祖
Spartan	斯巴达人
liquidity	流动性
celeriac	块根芹
consummation	圆满成功
pointlessly	不相干地
Christ	基督
vigorous	茁
peephole	窥视孔
war cry	口号
Umbria	翁不里亚
contradiction in terms	自相矛盾的说法
archbishopric	大主教之职
soliloquy	独白
commercially	商业上
imaginable	可以想像的
oscillatory	振动的
hawfinch	锡嘴雀
resole	换鞋底
normal distribution	正态分布
polo shirt	球衣
latex	乳胶
falcon	猎鹰
behaviorism	行为主义
thymus	胸腺
carotene	胡萝卜素
lefty	左撇子
binoculars	双筒望远镜
zinc	锌
rationalism	合理主义
car	汽车
AA	反失真
inexpensive	便宜
corset	紧身褡
tax-free	免税的
muggy	溽
sapsucker	啄木鸟的一种
time of arrival	抵达时间
anabolic steroid	促蛋白合成类固醇
flea market	跳蚤市场
daemon	恶魔
doorway	门口
water boatman	水蝽
hostile witness	敌对证人
omega-3 fatty acid	ω−3脂肪酸
pine	松树
daylight	昼
psyche	精神
monster	妖怪
deponent	立誓词者
