covenant	ஒப்பந்தம்
obtain	பெறுதல்
replace	மாற்று
carol	போற்று
author	நூலாசிரியர்
blossom	மலர்
slab	பட்டை
crank	சுற்று
oppression	நெருக்கம்
kerchief	தலையை மூடும் குட்டை
sacred	புனிதமான
thank	நன்றி சொல்
technique	நுணுக்கு
zoo	விலங்குகள் பூங்கா
culminate	முடிவடை
traveller	இத்வரன்
brooch	மார்பூசி
jimmy	நெம்பித் திற
World Trade Organization	உலக வர்த்தக நிறுவனம்
skyscraper	வானளாவி
nobelium	நோபெலியம்
capable	இயல்
killer	புள்ளி
dish	தட்டு
mono	ஒரு
swear	வலியுறுத்து
exactly	நுண்மையான
riddle	விடுகதை
disperse	கலை
concede	ஏற்றுக்கொள்
wary	விழிப்பாக இரு
baggage	மூட்டை
creditor	கடன்கொடுத்தவர்
incubator	அடைகாப்புக்குருவி
sweeping	பெருக்கல்
bellybutton	தொப்புள்
vegetarian	சைவ உணவு உண்பவர்
Guinea-Bissau	கினியா-பிஸ்ஸாவ்
iguana	உடும்பு
nebula	நெபுலா
osmosis	சவ்வூடு பரவல்
jump	குதி
Cuba	கியூபா
lash	சவுக்கால் அடி
rim	எல்லை
confirm	உறுதிசெய்
nectar	பழச்சாறு
dismay	கலை
archbishop	பேராயர்
taste	சுவை
bewail	அழு
film	திரைப்படம் ஆக்கு
disrespect	அபசாரம்
external	வெளிவாரி
Sabbath	வெள்ளிக்கிழமை
lamentable	துக்ககரமான
sadism	துன்புறுத்தி பாலின்பம் பெறுதல்
suicide	தற்கொலை
black out	மயக்கம் போடு
unbiased	நடுநிலையாக இரு
adze	வாச்சி
Palestine	பாலஸ்தீனம்
encephalitis	மூளையழற்சி
support	ஆதரவு
vault	தாவு
rhodium	அரத்தியம்
fitness	உடற்கட்டுதல்
relation	தொடர்பு
examine	ஆராய்
sabotage	அழி
insignificance	அற்பம்
intellect	மூளை
gravitate	விழு
forest fire	காட்டுத்தீ
inferno	நரகம்
handmade	கையால் செய்யப்பட்ட
interleaf	டைத்தாள்
monopoly	ஏகாதிபத்தியம்
flippant	விளையாடு
rough	அணித்தான
dandle	ஆட்டு
senile	முதிய
Betelgeuse	திருவாதிரை
delirious	மயக்கத்திலிரு
unencumbered	ஓய்வாக இரு
sequel	அனுசயம்
namelessness	நிர்நாமம்
mogul	முகிலன்
Amazon	அமேசான் ஆறு
tank	கவச தாங்கி
bracelet	கை வளையல்
adversity	விபத்து
self-control	தாழ்வு
irritation	கோபம்
revive	காப்பாற்று
stain	கறை
disarm	பறி
brothel	விபச்சார இல்லம்
console	தேற்று
fatty	கொழுப்பாய் இரு
lard	கொழுப்பு
island	தீவு
mother tongue	தாய்மொழி
yearbook	ஆண்டுநூல்
unintentionally	தப்பித்தவறி
blackbody	கரும்பொருள்
mass number	திணிவெண்
ununbium	யுனன்பியம்
Jap	ஜப்பானி
kind	வகை
overtake	தொடங்கு
propose	குறி
blessing	பாக்கியம்
alopecia	தலை மயிர் உதிர்வு
submit	கொடு
graduate	பட்டம் கொடு
cringe	கெஞ்சு
climax	உச்சக்கட்டம்
stallion	சேவல்
nook	முக்கு
endanger	அபாயப்படுத்து
facial expression	முகபாவம்
less	குறைந்த
harlot	தாதி
peasant	சிறிய விவசாயி
solar	சூரியன் சார்ந்த
interject	இடையில் நுழை
bigotry	சமயமதம்
Bahamas	பஹாமாஸ்
Axis	இத்தாலி
organism	அங்கஜீவி
income tax	வரி
network	பிணையம்
absence	இல்லாமை
absolve	பாவம்
bipolar	இருதுருவ
leg	கால்
bookcase	புத்தக அலுமாரி
bacteria	கோலுரு நுண்ணுயிர்
soup	சூப்
foam	நுரை
telegram	தந்தி
eyelash	கண் இமை
lesbian	தன்பாலினச் சேர்க்கையில் ஈடுபடுகின்ற
orange peel	தோடம்பழத் தோல்
plumber	தண்ணீர்க் குழாய் சீர் செய்பவர்
illiteracy	கல்லாமை
palisade	நிரைக்கழு
overlordship	மீயாட்சி
rickshaw	ரிக்-ஷா
housing	வீடு
pronunciation	உச்சரிப்பு
genre	வகை
renege	கைவிடு
akin	ஒத்த
lag	குறை
interpret	தெளிவுபடுத்து
bore	துளை
copulation	கலப்பு
coral	பவளம்
disposal	விநியோகம்
signatory	கையொப்பமிட்டவர்
sacredness	புனிதம்
religion	சமயம்
rampage	சீறிப்பாய்
oblong	நீள் சதுரம்
snooze	குட்டித்தூக்கம் போடு
articulate	பேசு
trigonometry	கோணவியல்
unisex	இரு பாலாருக்கும் உரிய
roughen	கரடுமுரடாக்கு
printing press	அச்சுவாகனம்
insubordination	அடங்காத்தன்மை
conveyor belt	கொண்டுவார்
ruin	அழி
write	எழுது
fabricate	உருவாக்கு
recitation	சேவை
arm	கை
sonic	ஒலி
recognize	ஒப்புக்கொள்
remark	குறிப்பிடு
falls	அருவி
Baikal	சோவியத் ஒன்றியம்
Delaware	தெலாவேர்
Buenos Aires	பியூனஸ் அயர்ஸ்
crucify	சிலுவையில் அறை
belaying pin	டொள்
Federal Republic of Germany	ஜர்மனி
foreign exchange	அன்னியச் செலாவணி
Armenian	ஆர்மேனியன்
copy	படியெடு
finish	முடி
salvation	நலம்
wireless	கம்பியில்லா
arrival	வருகை
demarcation	எல்லை
colostrum	சீம்பால்
typify	எடுத்துக்காட்டு
mathematician	கணித மேதை
maternal	தாய்வழி
shipment	கப்பலில் சரக்குகளை ஏற்றுதல்
surcharge	அபராதம்
condiment	உபஸேசனம்
hydrophobia	சலபயரோகம்
blasphemer	தேவநிந்தகன்
tartar	பற்கறை
garter	முழந்தாட்கச்சு
Cinderella	சின்டெரெல்லா என்னும் கதையில் வரும் நாயகி
cosecant	செவ்வளை நேர்மாற்று
Mar	மார்.
exist	இரு
labour	உழைப்பு
editor	திருத்தி
