explanation	maelezo
natural gas	gesi
Neptune	Neptuni
tontine	upatu
Kathmandu	Kathmandu
Aztec	Kiazteki
clean-cut	kwatua mchengo
cough up	kohoa juu
Soviet	Kisovyeti
taxation	ushuru
crumble	-vungavunga
chair	kiti
hesitate	-sita
testimony	ushuhuda
strict	-kali
reflect	-zua
Belgian	Mbelgiji
fuse	fyuzi
mushy	peketevu
iodine	iodini
seasickness	kichefuchefu
Tongan	Mtonga
polonium	poloni
plastic	plastiki
git	mjinja
powerless	dhaifu
protein	unyama
contempt	ufyozi
leisure	wakaa
counterpart	pacha
centipede	tandu
complete	kamili
pill	kidonge
coloring	rangi
abort	aviya
rural	-a kimashamba
foreword	utangulizi
massage	-chua
deprecate	-rahisi
cobbler	fundi-viatu
disk	diski
folklore	fasihi simulizi
video game	mchezo wa video
valve	vali
petal	petali
Dubai	Dubai
slot machine	mashine ya kamari
fruit fly	aina ya mdudu anayependa matunda
hurling	mtupo
driver	dereva
find	-pata
occupant	mkazi
sale	uguzi
tease	-chokoza
augment	-ongeza
suitable	vinono
consumer	mlaji
theme	mandhari
cross-examination	malumbano
pity	huruma
private	binafsi
refractory	kinzani
Caspian Sea	Bahari ya Kaspi
dip	chovya
ownership	umilikaji
chapel	chapeli
Mali	Mali
play	mchezo
herd	kundi
control	-dhibiti
dust devil	kimbunga
baggy	bombo
chlorine	klorini
tuberculosis	kifua kikuu
due	kimada
slam	-bana mlango
manganese	manganisi
countersign	nywila
Aussie	waustralia
Almighty	mwawadhi
middle	kati
patient	mgonjwa
awn	ndevu
savage	mshenzi
frivolity	ubembe
trace	alama
encouragement	usukumizi
belt	ukanda
marsh	kinamasi
listener	msikilizaji
girder	mhimili
ebony	mpingo
serf	nokoa
rain cloud	wingu la mvua
dubnium	dubni
ballast	farumu
sulfur	sulfuri
demonstrative pronoun	kionyeshi
shareholder	mweyehisa
fire extinguisher	kizima moto
experienced	stadi
landing	kuwasili mfundoni
needle	sindano
prince	kibwana
highway	barabara
Bishkek	Bishkek
obstinate	gumu
publicity	tangazo
pump	bomba
vibrate	-tinga
pull off	-gandua
admire	-shangaa
simpleton	baradhuli
lost cause	juhudi
monocle	lodi
grammar	sarufi
evolution	ukuaji
Honduras	Hondurasi
passenger ship	meli ya abiria
electromagnet	elektromagnet
tumble	piga kichwamgomba
comma	koma
enterprise	kiwanda
limit	mpaka
pharmacy	duka la madawa
beard	ndevu
habiliment	nguo
currently	siku hizi
composition	insha
celebrate	-shangilia
oversight	usimamizi
landlord	kabaila
asthma	pumu
shimmer	kumetameta
gangrene	kioza
left-handed	shoto
Djiboutian	Mjibuti
transistor	transista
New Orleans	New Orleans
British Virgin Islands	Visiwa vya Virgin vya Uingereza
earthen	ya udongo
Latvian	Kilatvia
delay	-vunja
admiration	abos
viands	chakula
president	rais
grasshopper	panzi
bifurcation	panda
fancy	uwazo
cobber	rafiki
common sense	busara
flag	bendera
litre	lita
directly	sasa hivi
Persia	Uajemi
septum	ukuta
antipathy	kirahi
despot	mdhalimu
linger	-saa
drumstick	mkwiro
dismember	-changua
Bangladeshi	Mbangladeshi
Black Forest	Msitu mweusi
sperm whale	nyangumi-shahawa
flail	kufurukuta
lower	-shusha
benediction	baraka
improve	boresha
sack	gunia
dig	-chimba
camelopard	twiga
extravagance	ubadhiri
undoubtedly	bila shaka
grape	zabibu
adulteration	ughoshi
denominator	asili
foolhardy	-jasiri
nape	kosi
lounge	majilisi
woodwind instrument	zumari
inconsistency	upayukaji
cinema	sinema
Ghanaian	Mghana
train station	kituo cha gari la moshi
doze off	kusinzia
Faroe Islands	Visiwa vya Faroe
Scandinavian	Mskandinavi
race	mbio
forearm	kigasha
lioness	simba
version	insha
participant	mshiriki
gourd	kibuyu
firing pin	kifa
grouper	chewa
walking	kiguu na njia
shackle	pingu
quinine	kwinini
set out	-pangilia
faithfulness	staamani
organic	mahuluku
manatee	nguva
Dresden	Dresden
knitting	mpoto
Maputo	Maputo
master key	fuzu kifunguo
calm down	-tuliza
jumble	mburugo
biscuit	biskuti
dictionary	kamusi
village	kijiji
pile	chungu
betimes	karibuni
shoe	kiatu
hark	sikiliza
hardly	vigumu
brag	-jisifu
stockpile	-angamiza
ashen	jivujivu
litigation	manza
inexperience	uzuzu
americium	ameriki
cafeteria	mikahawa
fireplug	fyetua chomeka
shorten	-punguza
invert	-angusha
generate	-zalisha
very	sana
guzzle	-gugumia
assist	-hudumia
claim	dai
major	-kuu
tributary	mkono wa mto
poet	malenga
knave	ghulamu
Old French	Kifaransa cha Kale
seam	gongo
false	laghai
boa constrictor	chatu
improved	afadhali
notice	tangazo
computation	ukadiri
arrangement	mpango
fix	-kaza
outlaw	haramia
munch	-mumunya
encephalon	ubongo
keelson	msitamu
repent	tubu
maim	-lemaza
Czechoslovakia	Chekoslovakia
hydrology	masuala ya maji
surfer	mtu anayeteleza kwenye mawimbi
separated	-jitengana
apparel	vazi
suggestion	kidokezi
sky	mbingu
rage	ghadhabu
acquire	nunua
sunrise	macheo
anatomy	anatomia
encase	funga
advancement	maendeleo
already	zamani
impeccable	makini
suppose	-dhani
laughter	kicheko
clavicle	kombe
passionately	kwa nguvu
loader	mpakizi
cockroach	mende
cowry	kauri
lollipop	pipi
topsy-turvy	kichwa chini miguu juu
sensitive	nyeti
Russia	Urusi
Granada	Granada
motorcycle	pikipiki
antipasto	chizi
consciousness	fahamu
entail	fanya
decorum	jamala
crop	zao
cork	kizibo
marshal	mlinzi
mutiny	uhasi
shrink	-zia
demonstration	maandamano
glue	gundi
successor	mwandamizi
incantation	dua
cowardice	uoga
vacuum	uvungu
wavy	kiwimbi
tropics	tropiki
Munich	München
FAQ	MYM
snow-capped	theluji kibapara
jasper	yaspa
delight	furaha
light	nuru
dine	kula
beach	pwani
bleak	baridi
damp	baridi
revolution	mapinduzi
politely	pole
guarantee	arabuni
analogy	ufanani
trend	mwenendo
grope	-tutusa
penthouse	upenu
extra	ziada
nomad	hamiji
scamp	kitwana
miner	mchimbaji wa madini
Nicaraguan	Mnikaragwa
love letter	barua ya mapenzi
man	mwanamume
description	wasifu
pigeon	njiwa
mistake	kosa
livestock	mfugo
vicinity	jirani
complaint	lawama
collaboration	ushirikiano
hold on	bamba juu
packsaddle	shogi
peacefully	salama
rightful	halali
cowboy	babe
Moroccan	Mmoroko
Pilsen	Jamhuri ya Czech
grouping	makundi
abbess	abesi
insignificant	dhaifu
abbreviation	kifupisho
scrutinize	-kungʼuta
blueprint	ramani
works	karakana
bug	mdudu
year	mwaka
extremely	mno
upfront	mbele
heavy	-zito
burden	mzigo
show-off	mjivuni
umpire	mwamuzi
slingshot	panda
horny	nyege
appraisal	ukadiri
Kinshasa	Kinshasa
Macau	Macau
megaphone	megafoni
shore	pwani
possession	milki
go	enda
birth	kuzaa
armed forces	majeshi
spindle	pia
cement	saruji
gun	bunduki
embarrassment	dukuduku
cleanliness	usafi
shopkeeper	mwenyeduka
oilcloth	turubai
fake	-bini
philosopher	mwanafalsafa
Egyptian	Kimisri
pyramid	piramidi
foster child	kuza mtoto
John the Baptist	Yohane Mbatizaji
onyx	sardoniki
awkward	dole
grey wolf	mbwa mwitu
soul	roho
pathway	njia
imperialist	beberu
diminutive	dogo
haste	haraka
yesterday	jana
serious	-zito
oyster	chaza
literature	fasihi
inter	-zika
argon	arigoni
garganey	bata mchirizi-mweupe
New Testament	Agano Jipya
helicopter	helikopta
sandy	kichanga
hidden	ficha
anoint	kupaka
Charybdis	Kharibdi
Cronus	Krono
lamentation	kilio
highchair	kiti
statement	neno
never	kamwe
virgin	bikira
spoiler	mpotezi
malleus	nyundo
citizenship	uraia
purification	takato
spark	cheche
button	kifungo
exchangeable	-badilifu
role	jukumu
imitator	mwiga
gallows	mashenaka
reading room	maktaba
unveil	-kashifu
gendarme	afisa
actinium	aktini
Republic of Estonia	Estonia
meddler	mpelelezaji
Sicily	Sisilia
screw up	parafujo juu
blood vessel	damu chombo
anal sex	kufira
bad luck	bahati mbaya
boss	bosi
further	waama
covering	utando
Tibetan	Kitibeti
fetch	kuleta
American	Mmarekani
wallet	pochi
deed	tendo
Reading	Uingereza
deluge	mkaragazo
furrow	mfuo
preconception	ushirikina
wintry	-a baridi sana
Bronze Age	zama za shaba
epistemology	epistemolojia
grill	-oka
humankind	dunia
airflow	hewa
subordinate	mtoto
umbilicus	kitovu
flatulence	shuzi
come back	-rudi
thread	uzi
humidity	kinyevu
aphrodisiac	mkuyati
outbuilding	ubati
aggression	uchokozi
henna	hina
calumniate	-sengenya
define	-aini
fragility	uvunzovunzo
tormentor	mtesaji
Cleopatra	Kleopatra
mastitis	kititi
hurricane	kimbunga
government	serikali
human being	mwanadamu
shiv	kisu
eat	kula
speck	kipaku
poetry	ushairi
pungent	chungu
justice	haki
eunuch	towashi
publication	tangazo
spirits	ulevi
speciality	amali
purify	-safisha
journalist	mwandishi
china	kaule
Isle of Man	Isle of Man
select	-chekecha
ten	kumi
natural language	lugha asilia
shift	zamu
first	kwanza
hookah	kiko
too	pia
staple	pete
pursuer	mfuasi
faithful	-aminifu
infect	ambukiza
generation	kizazi
requisition	shokoa
Brazil	Brazili
traffic circle	kiplefti
Abuja	Abuja
espouse	kuoa
snowman	sanamu ya mtu ya theluji
label	chapa
conductor	utingo
laugh	kucheka
objective	lengo
grade	kidato
grow	-mea
sweet	tamu
thrive	-sitawi
mangrove	mkoko
forerunner	mtangulizi
spook	ufunuo
individualism	ubinafsi
Redeemer	Yesu
Riyadh	Riyad
multimedia	medianuwai
spam	peleka barua taka
Gemini	Mapacha
fast	upesi
defer	-weka
ringleader	kikuku kadhi
kick the bucket	kufa
squid	pweza
pound cake	yai
accommodate	-suluhu
politeness	adabu
perpetual	-a daima
wobble	-yua
aleatory	baghala
rhetoric	balagha
prose	nathari
lung cancer	saratani ya mapafu
rosette	waridi
monkey wrench	kima popotoa
pen name	kalamu jina
battle cry	mapigano kilio
Hippocrates	Hippokrates
abandoned	kiwa
triskaidekaphobia	chuki
institute	chuo
retention	mlinzi
constitution	katiba
shy	oga
promontory	rasi
proponent	mnenea
specify	-kadiria
pathetic	-a Mungu
mainstay	boma kubwa
fascist	fashisti
porcelain	kaure
moistness	kinyenyevu
pension	pensheni
nullify	-tanguka
idiot	mjinga
timber	mbao
port	bandari
Xhosa	Kixhosa
penknife	kijembe
slaver	udende
phonograph	santuri
slavishly	kitumwa
trachea	umio
fairway	kilango cha bahari
human immunodeficiency virus	virusi vya ukimwi
interdependent	ungamana
adhesive	wambiso
Lesser Antilles	Antili Ndogo
Valentine's Day	Siku ya wapendanao
skipping rope	kamba wa kuruka
sniffle	mnuzi
Chuvash	Kichuvash
wrinkle	kunjo
pollute	-chafua
wind	upepo
caption	maelezo mafupi
obscenity	uhayawani
narrow	-embamba
soft	laini
steer	-endesha
chronology	tarehe
uncivilized	shenzi
exile	-fukuza
bypass	kipengele
splash	-alika
testing	uonjaji
rap	-gota
convert	-hawili
crupper	mtafura
condole	-hani
addle	-kanganya
deacon	shemasi
lemur	komba bukini
Sierra Leonean	Msieraleoni
mi	saa sita za usiku
rest	-pumzika
beast	mnyama
grandfather	babu
adherent	mfuasi
correct	sahihi
lust	tamaa
fountainhead	kisima
timid	oga
showcase	onyesha
thin	-embamba
tarboosh	tarbushi
piracy	uharamia
somersault	pindu
halve	-gawa nusu kwa nusu
Dane	Mdeni
chestnut	aina ya njugu
shamrock	shamroki
slander	kashifa
joint	kipingili
grace	neema
pack	-pakia
room	chumba
numeral	tarakimu
greens	mchicha
hobby	mchezo
cornice	zinara
cohesion	mshikamano
jaundice	safura
steady	stedi
deride	-chekelea
mike	kipaza sauti
emblem	misali
Salvadoran	Mwelsavado
Virginia	Virginia
Homer	Homer
solitaire	subra
kitten	mtoto wa paka
Job	Yobu
Indian	Mhindi
pattern	mtindo
aardvark	mhanga
push	-sukuma
faeces	mavi
ticket office	meza
clarity	uwazi
fairy tale	hadithi
observer	nokoa
frighten	-ogofisha
drain	mrizabu
durian	fenesi
radical	pinduani
Indonesia	Indonesia
queen	malkia
protactinium	protaktini
gradient	mapito
grammarian	mwanasarufi
scorch	-unguza
effort	juhudi
bunk	kitanda
plaza	mahali
policeman	polisi
apiece	kabisa
palace	jumba
clean	safi
shelf	rafu
New Guinea	Guinea Mpya
chatter	uzushi
rill	mtiririko
critic	mhakiki
roller	chao
lender	mkopeshi
contributor	mfadhili
dispersal	fumukano
Zoroastrian	-a kizoroastria
Turk	Mturuki
cassowary	kasowari
amaze	-shangaza
target	lengo
writer	mwandishi
handbag	mkoba
salient	-kubwa
together	pamoja
obstruction	kinga
parrot	kasuku
politics	siasa
Islamic Republic of Iran	Uajemi
handsome	-zuri
defy	-kabili
consul	balozi
twofold	maradufu
factitious	bandia
inculcate	-nuiza
convene	-hudhurisha
lees	mashata
Sea of Marmara	Bahari ya Marmara
Asmara	Asmara
Pyrenees	Pirenei
moth-eaten	nondo la
Pyrrhic victory	ushidi
suggest	-dokeza
science	sayansi
system	kawaida
little girl	kisichana
channel	mchirizi
scene	mandhari
startle	-gundua
oversleep	-chelewa
gossamer	utambi
anthill	chuguu
united	a pamoja
gym	pumzikio
advanced	tangulia
Skopje	Skopje
central bank	benki kuu
divorce	talaka
invite	-alika
goal	bao
urn	samawari
bullock	ngʼombe maksai
sugar	sukari
load	mzigo
turpentine	terafini
imitation	bandia
arid	-kavu
uncouthness	ushenzi
chancellor	kansela
breakdown	kivunjo
attached	bandika
Ten Commandments	Amri Kumi
chalcedony	kalkedoni
explosive	kilipukaji
desktop	dawati
farm	shamba
wipe	futa
pursue	-fuata
thrift	mlimbiko
emergence	uzushi
waterfall	maporomoko ya maji
ace	ree
airfield	kiwanja cha ndege
popularity	upendwa
enthusiast	mshabiki
imprecation	laana
membership	uanachama
hebetude	kizuio
eternal	kale na kale
khaki	kaki
centaur	kentauro
believer	muumini
donate	-hariji
Vatican City	Vatikani
hug	-kumbatiana
mug	kikombe
spinal column	mgongo
invitation	mwaliko
acre	ekari
violin	fidla
sunset	machweo
rye bread	mkate
son-in-law	mkwe
detour	njia ya kuzunguka
shirk	-epa
blink	-pepesa macho
prominence	utukufu
landscape	mandhari
famous	mashuhuri
covetousness	uchoyo
bourgeois	bwanyenye
armor	gamba
defunct	marehemu
curium	kuri
secrete	-siri
kelvin	kelvini
caesium	caesi
Gujarati	Kigujarati
Creator	Allah
part	sehemu
asphyxiate	kufa
executrix	mfanya
daytime	mchana
over	juu
sometimes	pengine
helper	msaidizi
effectiveness	nguvu
tendon	ukano
sleeping	ulalo
rudeness	ujeuri
canary	chiriku
goalkeeper	kipa
rheumatism	ugonjwa wa jongo
lens	lenzi
Saudi Arabia	Saudia
Almaty	Almaty
inkstand	wino chaka
Antarctic Ocean	Bahari ya Kusini
deliberately	makusudi
orphan	yatima
Ramadan	Ramadhani
nag	-shutumu
subsequently	halafu
final	kataa
mockery	dhihaka
post office	posta
stark	safi
parcel	kifurushi
battery	betri
indictment	suto
guarantor	mdhamini
Messiah	Masiya
cleavage	halafa
stained	kushuta
Eurasia	Urasia
Plato	Plato
get out	-toka
cooking	mapishi
spare time	nafasi
street	barabara
AIDS	UKIMWI
white rice	mchele
performer	mwonyeshaji
departure	ondokeo
abolition	kitanguo
lecherous	zinifu
parentage	uzalishaji
winch	silingi
greedy	kabidhi
longshoreman	kuli
variegated	tilatila
postmodernism	falsafa
cloaca	kiloaka
server	soroveya
nationwide	dola pana
Kongo	Kikoongo
Belfast	Belfast
recluse	mtawa
nightshade	mtunguja
lane	barabara
locust	nzige
goodness	uzuri
Dublin	Dublin
meningitis	kamata
gamboge	limau
sailboat	mashua
administration	uendeshaji
carefulness	siasa
tweak	-finya
heed	-sikia
pestle	mchi
instrumentalist	mchezaji
orchestra	bendi
barbarism	ushenzi
diamond	almasi
Sydney	Sydney
honey buzzard	kengewa
grammatical	sanifu
take up	twika
Georgetown	Georgetown
power	nguvu
slang	istilahi
folk music	kijiji
wolf	mbwa mwitu
vapidity	ubatilifu
come upon	-gundua
prospect	mandhari
subsistence	maponea
scribe	katibu
knacker	mchunaji
planter	mpanda
wrestler	mwanariadha
loot	nyara
contingency	magengo
niobium	niobi
scandium	skandi
shipwreck	utoso wa merikebu
machine tool	mashine ala
price	bei
tea	chai
writing desk	dawati
erection	majenzi
teddy bear	dubu
peel	ganda
rapidly	kasi
recently	majuzi
mother	mama
deletion	mfuto
knit	-fuma
niche	kidaka
braces	mshipi
pudding	faluda
take into account	-zingatia
annual ring	pindi ya mti
black pepper	pilipili manga
rogue	jambazi
lake	ziwa
vapor	vuke
chilly	baridi
red	ekundu
lap	kifua
forbid	-kataza
spittle	mate
Iran	Uajemi
afflict	-sibu
waiter	mhudumu
represent	wakilisha
tendency	elekeo
disavowal	kano
dump	jalala
sociology	sayansi ya jamii
disengage	-namua
Netherlands	Uholanzi
rock and roll	anza
North Sea	Bahari ya Kaskazini
Paris	Paris
white blood cell	seli nyeupe ya damu
lack	-kosa
abolish	-ondoa
much	-ingi
Congo	Jamhuri ya Kongo
murder	mauaji
birthmark	ndugu
group	kundi
suffer	-pata
sense	akili
Bangui	Bangui
cesspit	choo
excommunicate	-tenga
altar	madhabahu
piano	kinanda
single	-a pekee
barn	banda
mote	chembechembe
natural	kikawaida
terrace	daraja
American bison	baisani wa Amerikani
complexify	-kanganyisha
whalebone	nyangumi fupa
enough	basi
standard	sanifu
one	moja
soot	masizi
durability	uhodari
distant	chache
local	kienyeji
normally	kwa kawaida
underworld	kuzimu
hiccup	kwikwi
tutelage	udhamini
semifinal	semifainali
Tajikistan	Tajikistani
fragment	kipande
certificate	cheti
asshole	m'kundu
horse	farasi
domestic sheep	kondoo
west	magharibi
precise	madhubuti
loop	kitanzi
tippler	mlevi
folder	folda
intelligentsia	mstaarabu
railway station	kituo cha gari
Cambodian	Mkambodia
eternity	milele
odd	witiri
fluke	mkia wa nyangumi
Turkish	Kituruki
refuse	-kataa
laziness	uvivu
compartment	kijumba
mat	mkeka
refrigerator	friji
veal	ndama
axe	shoka
wrangle	-bishana
advertise	-tembeza
eater	kilaji
lucidity	ufasaha
caulk	kalafati
hold up	-kawilisha
incline	-betua
piastre	riale
lighten	-sahalisha
crux	mchakato
DNA	DNA
strength	nguvu
next	aidha
incite	-chochea
pitiful	dhalili
backbone	uti wa mgongo
apple tree	mtofaa
bubble	povu
greatness	ukubwa
lamina	wembe
kernel	kiini
pinnacle	gongo
beggary	ufukara
appetizer	kichangamsha kinywa
thermometer	pima joto
pneumatics	buti juu
sequoia	sekwoya
Nepalese	Mnepali
fop	malidadi
upset	-chafua
emit	-toa
cum	maliza
Equatorial Guinea	Ginekweta
advise	-sisitiza
insert	-ingiza
foolishness	upuzi
transport	safirisha
cauterization	kichomo
sigh	kite
cruise	-vinjari
mediation	maombi
identify	-tambulisha
finding	mkuto
damned	maleuni
mainspring	kamani
talkative	limi
draw up	-panga askari
New Mexico	New Mexico
snowball	theluji kitonge
ear canal	tundu ya sikio
academician	mwalimu
March	Machi
incomplete	chache
obscene	pyoro
revenge	kisasi
previously	mbele
corpulent	-nene
inconstant	-badilifu
ponder	-fikiri
heavenly body	sayari
alcoholic	mlevi
jealousy	wivu
stroller	mtembezi
presidency	urais
Muscat	Muskat
curve	kombo
hook	kulabu
pot	chungu
Austria	Austria
savanna	mbuga
conflict	mgongano
mention	kumbukumbu
hire	-ajiri
tension	mbano
tempter	mbembe
primary	-a msingi
saturate	-sharabu
dancing	gungu
superiority	ukuu
pinkie	kidole cha mwisho
pest	kisumbufu
exert	kaza
checksum	namba thibitishi
inconsistent	songombingo
appear	-tokea
cruel	dhalimu
silent	kimya
advocate	mnenea
trowel	mwiko
snow	theluji
corrupt	-fisidi
foil	ubamba
vagrant	hamiji
nightjar	pwaju
Venezuelan	Mvenezuela
record player	kinanda cha rekodi
fatless	a huzuni
beaver	biva
broken heart	moyo uliovunjika
vertically	kititi
blow up	-puliza
admit	-kiri
wealth	mali
construction	ujenzi
household	kiambo
light bulb	balbu
fez	kofia
ass	punda
height	kimo
tactics	mbinu
truthfulness	usahihi
aloof	mbali
eradicate	-la
entrant	mchezaji
sticker	kibandiko
crystal	bilauri
peahen	kibibi
anyway	ala kulli hali
North America	Amerika Kaskazini
Naples	Napoli
Vesta	Vesta
chestnut tree	mwaramoni
iris	airisi
courtyard	ua
absorb	-nywa
stream	kijito
procure	-patia
forest	msitu
trio	utatu
dusk	kisikusiku
compact	mkate
pawpaw	papai
postage stamp	stempu
crease	mkunjo
feeder	mlisha
class struggle	mapigano ya kitabaka
Cypriot	Mkupuro
elastic	nama
Papua New Guinea	Papua New Guinea
Illinois	Illinois
unicorn	farasi-pembemoja
snatch	-nyakua
tempest	dhoruba
woodland	msitu
ray	kengee
comment	maelezo
policy	sera
Zagreb	Zagreb
cool down	poa
obedient	sikivu
counteract	-pinga
single-minded	gari
gill	shavu la samaki
pufferfish	bunju
snot	makamasi
roundabout	kiplefti
Lebanon	Lebanoni
shopping	kuzunguka madukani
French	Kifaransa
opposite	kinyume
ascend	-panda
commerce	biashara
plate	sahani
pain	maumivu
enlighten	-erevusha
ulcer	kidonda
Libya	Libya
county	jimbo
hindrance	zuio
loved one	mpenzi
plumb bob	timazi
towel	taulo
paroxysm	mlipuko
day after day	siku hata siku
cast	-tupa
reduction	nakisi
fodder	mlo
consider	-ghairi
adder	pili
urination	unyaji
conjunction	kiungo
simply	tu
failure	kisirani
emptiness	utupu
ray of light	mwangaza
neutrality	baki
embarrass	-zuzua
scarf	leso
allocate	tenga
dilapidated	-bovu
widowhood	ujane
Malian	Mmali
panelling	turuma
tone	toni
Bridgetown	Bridgetown
Kiev	Kiev
halfway	kizio jinsi
British Columbia	British Kolumbia
Esther	Esta
Protestantism	Uprotestanti
comforting	anasa
procedure	kanuni
employment	ajira
lubricant	mafuta
Yoruba	Kiyoruba
mature	-pevu
credit	mkopo
os	mfupa
hoop	pete
incinerate	-teketeza
geld	-hasi
bid	ununuzi
appraise	-hesabu
grin	-cheka
chalk	chaki
turquoise	feruzi
bluestone	mrututu
welding	tambuzo
Alexander the Great	Aleksander Mashuhuri
Croatian	Kikroashia
print	-chapa
solitude	kitawa
disintegrate	-bokoa
feline	chui
fact	hakika
facility	ufasaha
pussy	kuma
slug	konokono
repair	-tengeneza
soda pop	soda
cowshed	zizi
talkativeness	domo
junket	karamu
relish	kitoweo
distention	uvimbe
