explanation	yorum
complicate	zorlaştırmak
Mediterranean	Akdeniz
take out	çıkarmak
abnormality	anormallik
by-product	yan ürün
acidify	ekşitmek
mix	karıştırmak
numerous	çok
Brunei	Brunei
snoot	yüz
decibel	desibel
feminine	dişil
foreign policy	dış siyaset
East	doğu
fiat	emir
shaver	genç erkek çocuk
Freudian slip	Freudyen sürçme
preparation	hazırlık
gosling	badi
overuse	kötüye kullanma
marmalade	marmelat
saxophone	saksafon
granddaughter	torun
engineering	mühendislik
toxic	zehirleyici
South Pole	Güney Kutbu
Clio	Kleio
numismatics	nümismatik
job description	iş tanımlaması
colloquialism	konuşma dili sözcüğü
aldehyde	aldehit
Australian dollar	Avustralya doları
development	gelişme
hearsay	dedikodu
stick	çubuk
accordion	akordiyon
sphere of influence	alan
ruler	cetvel
suspension	süspansiyon
mammy	anne
occipital	artkafaya ait
empyreal	ateş gibi
machine shop	atölye
nuclear reactor	çekinsel tepkir
okra	bamya
confined	baskı altında
threshold	eşik
recommend	tavsiye etmek
kilo	bin
phallus	penis
brief	kısa
oodles	büyük miktar
plagiarize	intihal
casement	çerçeve
roadstead	dış liman
faithfully	doğrulukla
paleontology	paleontoloji
clamber	tırmanmak
resourcefulness	hayal
antiphlogistic	iltihabı azaltan
layer	tabaka
pintail	kılkuyruk
Peruvian	Perulu
protocol	protokol
purveyor	satıcı
grimace	yüzünü buruşturma
Pennsylvania	Pensilvanya
Yangtze	Yangtze
glycine	glisin
normalcy	olağanlık
seismologist	sismolog
suffragette	kadınların seçme hakkını savunan kadın
ninja	ninja
charge	suçlama
anisette	rakı
Antarctica	Antarktika
Bahrain	Bahreyn
amend	düzeltmek
divagate	ayrılma
manumit	azat edilme
grind	bilemek
marble	mermer
fell	deri
whooping cough	boğmaca
animation	animasyon
meadow	çayır
urbanity	çelebilik
anon	hemen
schoolbook	okul kitabı
volunteer	gönüllü
disappointed	hayal kırıklığına uğramış
Hegira	hicret
Waterford	İrlanda
central heating	kalorifer
snare	tuzak
foal	tay
North American	Kuzey Amerikalı
convent	manastır
Manitoba	Manitoba
terrorist	terörist
clover	yonca
Saint Kitts and Nevis	Saint Kitts ve Nevis
keratin	keratin
weather forecaster	meteoroloji uzmanı
square metre	metrekare
Malawian	malavili
sound	ses
constable	polis
exposition	teşhir
practice	egzersiz
shoddy	artık
Nuremberg	Nürnberg
hope	ummak
severance	ayrılma
moo	mö
plurality	ekseriyet
ramification	dallanma
nudge	dürtme
pork	domuz
craftsman	esnaf
Cairo	Kahire
baa	melemek
breaststroke	kurbağalama
magnesium	magnezyum
soporific	mıymıntı
rep	nam
see red	öfkelenmek
spiritualize	ruhanileştirmek
presenter	sunucu
handgun	tabanca
televise	televizyonla yaymak
peninsula	yarımada
hardness	zorluk
response time	yanıt süresi
time zone	Saat Dilimi
Nyx	Niks
hemoglobin	hemoglobin
Antarctic	antarktik
euphonium	tüba
astonish	şaşırtmak
title	başlık
equitable	tarafsız
considerable	önemli
dense	yoğun
company	şirket
smooth	düz
mezzanine	asma kat
afterwards	sonra
swill	suya göstermek
nervous	sinirli
darling	sevgili
megalith	aşırı derecede büyük
warmth	ateşlilik
springtime	ilkbahar
deft	becerikli
form	form
tableware	servis
dwarf	cüce
varnish	verniklemek
submarine	denizaltı
extortion	şantaj
Gloucester	Gloucester
baking powder	kabartma tozu
Cameroon	Kamerun
corps	kıta
duckbill	ornitorenk
bullfinch	bayağı şakrak kuşu
taxpayer	vergi mükellefi
Lusitania	Lusitania
Rebecca	Rebecca
cardinal number	asıl sayılar
cyberspace	siber uzayı
Tertiary	Üçüncül
antepenultimate	sondan üçüncü
speech	konuşma
big brother	abi
offbeat	olağandışı
broad	geniş
spare	yedek
deliberate	bilinçli
top	baş
tonsillitis	anjin
mediate	şefaat
headgear	başlık
bachelor	bekar
indicative	belirten
fruitful	bereketli
mutilate	sakat etmek
Burundi	Burundi
stutter	kekelemek
vocative	vokatif
strawberry	çilek
coquette	oynak
curlew	çulluk
miller	değirmenci
buccaneer	korsan
doleful	hüzünlü
rebuild	imar etmek
moist	nemli
switch off	kapatmak
vulcanize	kükürtle sertleştirmek
Torah	Tevrat
pyroxene	piroksen
raffle	piyango
pheasant	sülün
militate	tesir etmek
yardage	yarda ölçüsüyle uzunluk
ecological	ekolojik
mesenteric	mesenter
igloo	iglo
Upper Egypt	Yukarı Mısır
judiciously	adaletli
deaf	sağır
see	görmek
residence	ev
combine	birleştirmek
vaccinate	aşılamak
gavel	aşırı faiz
cut	kesmek
rust	pas
regional	bölgesel
vigour	kuvvet
antidote	panzehir
gallic acid	çay
Eden	cennet
progress	ilerleme
flute	flüt
Guam	Guam
confinement	hapsedilme
hydrosphere	hidrosfer
instinct	içgüdü
Worcester	Worcester
rubber	kauçuk
statistics	istatistik
counterespionage	karşı casusluk
Jewess	Musevi
dishonesty	namussuzluk
foot-and-mouth disease	şap
tangential	teğet
univocal	tekanlamlı
recursive	yinelemeli
Parmenides	Parmenides
Brooklyn	Brooklyn
Bolshevik	Bolşevik
Knesset	Knesset
Dar es Salaam	Darüsselam
play possum	hasta numarası yapmak
demigod	yarıtanrı
phrase	deyim
culminate	zirvesine ermek sonuçlandırma
crank	huysuz
jimmy	domuz turnağı
obtain	almak
agave	agav
carol	arya
sacred	kutsal
correlation	bağıntı
blossom	çiçek
oppression	baskı
kerchief	baş örtüsü
application	müracaat
technique	teknik
United Nations	Birleşmiş Milletler
screen	ekran
replace	yenilemek
brooch	broş
slab	büyük yassı taş
traveller	gezmen
pram	çocuk arabası
wiener	çük
auntie	hala
zoo	hayvanat bahçesi
Nicaea	İznik
flagellum	kamçı
unluckily	maalesef
author	yaratıcı
thank	teşekkür etmek
sesame	susam
psychokinesis	telekinezi
feathered	tüy gibi
sideward	yana doğru
World Trade Organization	Dünya Ticaret Örgütü
metric space	metrik uzay
Puck	Puck
disperse	yayılmak
heartbreak	acı
unthinkable	düşünülemez
creditor	alacaklı
alkaline	bazik
riddle	bulmaca
swear	sövmek
exactly	tam
tot	azıcık içki
baggage	bagaj
concede	teslim etmek
killer	katil
dish	yemek
alterable	değişken
socle	destek
wary	dikkat etmek
vitalism	vitalizm
setup	kurmak
capable	muktedir
vegetarian	etyemez
osmosis	osmoz
sweeping	genel
Guinea-Bissau	Gine-Bissau
bellybutton	göbek
skyscraper	gökdelen
begrime	isletmek
larch	melez
incubator	kuluçka makinası
nebula	nebula
nobelium	nobelyum
mono	tek
urea	üre
gooey	yapışkan
acetyl	asetik
iguana	iguana
random number generator	rastgele sayı dizisi
recidivist	kötü yola düşen kimse
wrongly	adil olmayan tarzda
nectar	abıhayat
lamentable	acıklı
bewail	ağlamak
disrespect	hürmetsizlik
encephalitis	ensefalit
jump	sıçrayış
lash	kamçı
taste	tat
archbishop	başpiskopos
black out	baygınlık
confirm	onaylamak
exhausting	çalışkan
dismay	korku dehşet
tiddler	çocuk
Sabbath	cuma
external	dış
film	film
Palestine	Filistin
ingress	girme yetkisi
admixture	ilâve
suicide	intihar
rim	kenar
violinist	kemancı
adze	keser
Cuba	Küba
vaporizer	püskürgeç
reunion	yeniden birleşme
sadism	sadizm
unbiased	tarafsız
white dwarf	beyaz cüce
biennially	iki yılda bir
cuddly	kucaklanası
amazingly	hayret verici biçimde
whale shark	Balina köpek balığı
wearer	giyen
spotted	benekli
ball bearing	bilyalı rulman
vault	yer altı
rough	kaba
intellect	anlık
relation	bağıntı
flippant	küstah
examine	yoklamak
support	destek
iota	asla
grapevine	asma
paltry	değersiz
sabotage	sabotaj
sequel	netice
senile	bunak
weasel	gelincik
inferno	cehennem
gravitate	çekilmek
hepatica	ciğerotu
delirious	delice
insignificance	değersizlik
seabed	denizin dibi
cyclic	çevrimsel
handmade	elişi
fitness	elverişlilik
unencumbered	engelsiz
dandle	hoplatmak
counterfeiter	kalpazan
mogul	ileri gelen
monopoly	inhisar
whipped cream	krema
forest fire	orman yangını
rhodium	rodyum
Betelgeuse	Betelgeuse
capsizing	alabora
Bonaire	Bonaire
nanosecond	nanosaniye
compulsively	zorlayıcı olarak
adversity	güçlük
island	ada
tank	tank
yearbook	yıllık
mother tongue	ana dili
preschool	okul öncesi
console	konsol
pentameter	beştefileli mısra
bracelet	bilezik
botanical	botanik
stain	leke
revive	canlandırmak
multilateral	çok kenarlı
fatty	yağlı
unintentionally	dikkatsizce
prenatal	doğum öncesi
lard	domuz yağı
disarm	silahsızlandırmak
sahib	sahip
bumpy	engebeli
brothel	genelev
colloquially	günlük dil
self-control	içki içmeme
meniscus	menisk
irritation	sinirlendirici şey
backpack	sırt çantası
veterinary medicine	tanı
Amazon	Amazon
tapered	dikilitaş
mass number	kütle numarası
acyclic	çevrimsiz
isotropy	yönbağımsızlık
quantum theory	kuvantum mekaniği
ketose	ketoz
kind	tür
Jap	Japonca
nook	açı
interject	arasına katmak
propose	önermek
less	daha az
harlot	fahişe
aura	atmosfer
stallion	aygır
blessing	hayır dua
bigotry	bağnazlık
Bahamas	Bahamalar
vice president	başkan yardımcısı
submit	göndermek
overtake	üstlenmek
climax	doruk
holystone	bu taşla temizlemek
cringe	köpeklenmek yaltaklanmak
graduate	derecelere ayırmak
belles-lettres	edebiyat
anomie	ümitsizlik
artiodactyl	geyik
solar	güneşli
pathologic	hastalıklı
pathological	hastalıklı
peasant	köylü
Winchester	Winchester
alopecia	kellik
clastic	kırılır
bookshelf	kitaplık
facial expression	mimik
endanger	tehlikeye atmak
ununbium	ununbiyum
Donetsk	Donetsk
Midas	Kral Midas
cerussite	üstübeç
activation energy	aktivasyon enerjisi
inhaler	soluk aldırma cihazı
Texan	Teksaslı
absence	yokluk
network	ağ
absolve	aklamak
comic	komik
gnome	vecize
leg	bacak
bacteria	bakteri
soup	çorba
benzene	benzen
tureen	büyük çorba kâsesi
organism	organizma
litigious	çekişmeli
palisade	çit
lingual	dile ait
forbidding	haşin
sainfoin	adi korunga
foam	köpük
income tax	gelir vergisi
melancholic	hüzünlü
bipolar	iki kutuplu
sibilant	ıslıklı
Axis	İtalya
eyelash	kirpik
bookcase	kitaplık
lesbian	lezbiyen
illiteracy	okumamışlık
rheumatic	romatizmalı
neural	sinire ait
acetic	sirke asidi
dinner table	sofra
telegram	telgraf
television set	televizyon
plumber	lehimci
mesotron	mezon
meekly	paşa paşa
swordfish	kılıç balığı
articulate	mafsallı
lag	ağır
akin	benzer
jocular	şaka yollu
interpret	yorumlamak
housing	kasa
ruction	karışıklık
bore	delik açmak
insubordination	başkaldırma
disposal	düzenleme
oblong	uzunca
schnozzle	burun
pronunciation	telaffuz
copulation	cinsel ilişki
genre	tarz
unisex	cins farkı gözetmeme
coral	mercan
religion	din
pile driver	etkin
outlay	harcama
garnet	grena
poltergeist	öcü
syllabification	heceleme
apotheosis	tanrılaştırma
signatory	imza sahibi
roughen	kabarmak
feminist	feminist
snooze	şekerleme
operand	işlenen
rampage	köpürmek
velveteen	pamuklu kadife
sampling	örnekleme
renege	sözünü geri almak
conveyor belt	taşıyıcı
trigonometry	trigonometri
byproduct	yan ürün
leafy	yapraklı
Timor Sea	Timor Denizi
introspection	introspeksiyon
write	yazmak
remark	açıklama
ruin	harabe
acinus	ahududu
recognize	tanımak
Federal Republic of Germany	Almanya Federal Cumhuriyeti
chauvinism	şovenlik
fishy	balığı çok
biotite	biyotit
Buenos Aires	Buenos Aires
crucify	çarmıha germek
arm	kol
recitation	ders anlatma
fabricate	uydurmak
swat	ezmek
Florentine	Floransalı
phosphorous	fosforlu
azure	gök
clit	klitoris
earwig	kulağa kaçan
Baikal	Baykal
foreign exchange	uluslararası döviz piyasası
sonic	sesle ilgili
evasive	zor anlaşılır
Delaware	Delaware
Luxembourgian	Lüksemburgca
ice age	buzul çağı
eluate	sağım
morganatic	dengi dengine olmayan
litotes	az gösterme
skimmed milk	yağsız süt
nonce	özel sözcük
Armenian	Ermenice
finish	bitmek
demarcation	sınır çekme
foreclosure	ağırlama
colostrum	ağız
copy	kopya etmek
maternal	anaya ait
impend	asılı olmak
unlike	çeşitli
heterogeneous	heterojen
condiment	baharat
sop	banmak
Hellespont	Çanakkale Boğazı
vexatious	üzücü
cranberry	yaban mersini
tartar	şarap tortusu
typify	cinsinden olmak
garter	jartiyer
surcharge	zam
arrival	varış
shipment	tahmil
salvation	kurtuluş
semiquaver	iki çengelli nota
blasphemer	kafir
backsword	karşllık verme
reconnaissance	keşif
cosecant	kosekant
hydrophobia	kuduz hastalığı
mathematician	matematikçi
wireless	telsiz
Cinderella	Külkedisi
tricuspid	triküspid
Independence Day	Kurtuluş Günü
herbalist	bitkibilimci yazar
Mar	Mar
defeatist	yenilgiyi kabul eden kimse
northwest by west	karayel keret günbatısı
exist	varoluş
embroider	süslemek
reflex	refleks
petrify	taşlaşmak
evil	kötü
catabolism	katabolizma
try out	araştırmak
arithmetical	aritmetik
cayenne	Arnavut biberi
magnification	artırma
editor	editör
syncope	bayılma
hardworking	çalışkan
labour	iş
drama	oyun
serif	çıkıntı
leakage	akınti
electronic mail	elektronik posta
comer	gelen kimse
parvenu	hacı ağa
communal	toplumsal
expulsion	kovma çıkarma
Dubliner	İrlanda
radioactive	radyoaktif
bot	robot
coastline	sahil
red squirrel	kızıl sincap
pestilence	veba
sawfly	testere sineği
plumy	tüy gibi
card game	iskambil
Utrecht	Utrecht
nuclear family	çekirdek aile
noun phrase	isim tamlaması
decline	reddetmek
flap	hamla
fivefold	beşmisli
plausible	güvenilir
remorse	keder
shit	bok
competence	yetki
subject	konu
palatine tonsil	bademcik
davit	çapa kaldıran matafora
orbit	yörünge
madden	sinirlendirmek
hypodermic	şırınga
reform	ıslah etmek
teething	diş çıkarma
pout	somurtma
paralyze	felç etmek
clairvoyant	kâhin
gaslight	gaz ışığı
imprison	hapsetmek
bubonic plague	hıyarcıklı veba
humanitarian	insancı
conglutinate	kaynaştırmak
baneful	zehirli
windshield	ön cam
mailbox	posta kutusu
cigar	puro
crippled	sakat
secretarial	sekreterliğe ait
destructive	yıkıcı
cultism	tapınma
vole	tarla faresi
enteric	tifo
Judas	Yehuda
Thalia	Thaleia
coenzyme	koenzim
Sabah	Sabah
surreal	sürrealist
telemetry	uzaktan ölçüm
sodomise	oğlancılık etmek
timolol	timolol
Malay	Malezyaca
augur	alâmet
Father	Allah
milk	süt
whirlwind	kasırga
anecdote	anekdot
motorcar	otomobil
gasbag	atıcı
voluptuous	düşkünlük
decadence	çöküş
bunting	bayrak bezi
saddle	eyer
distribute	dağıtmak
Djibouti	Cibuti
breakwater	dalgakıran
controller	regülatör
sea urchin	denizkestanesi
widower	dul erkek
educate	yetiştirmek
homework	ödev
delimit	sınırlamak
warm up	ısıtmak
librarian	kütüphaneci
timetable	liste
meteorological	meteorolojik
intertwine	örülmek
episcopal	piskoposlara ait
infantry	piyade
Lusitanian	portekizli
Jehovah	Yehova
adenine	adenin
Reformation	yeniden kurma
rock crystal	neceftaşı
big bang	büyük patlama
cohere	birbirini tutmak
rapacious	yırtıcı
yell	haykırmak
anti	aksi
butch	alabrus
parody	parodi
twat	am
wine cellar	ambar
barberry	kadıntuzluğu
recall	anımsamak
research	araştırma
Albania	Arnavutluk
splotch	benek
peeper	bir çeşit kurbağa
lavish	müsrif
ethnic group	budun
perimeter	çevre
oblivious	unutkan
narwhal	narval
thistle	devedikeni
Indochina	Hindiçin
chalaza	iç göbek
probability	olasılık
eyrie	kartal yuvası
butterfly stroke	kelebek
disability	sakatlık
communism	komünizm
abbacy	manastır
springy	yaylı
indefinitely	süresiz
wording	üslup
antiparticle	karşı parçacık
breastplate	zırh
anagram	anagram
prepayment	ön ödeme
irregularly	düzensizce
doge	doj
Musca	Sinek
west by north	günbatısı kerte karayel
anthroposophy	antroposofi
report	rapor
outlet	priz
home	ev
addressee	alan
Amsterdam	Amsterdam
project	proje
influence	etki
die	ölmek
trivia	bilmece
cookie	kurabiye
vetch	burçak
respondent	davalı
nutty	deli
drawback	sakınca engel
ebonite	ebonit
bread	ekmek
conductive	iletken
granular	tanecikli
consumption	tüketim
fire engine	itfaiye arabası
vise	kam
oxalis	kazayağı
archway	kemer altı yolu
microbe	mikrop
moussaka	musakka
Oceania	Okyanusya
pedometer	pedometre
Santiago	Santiago
nuthatch	sıvacı kuşu
testament	vasiyet
New Caledonia	Yeni Kaledonya
New Year	yeni yıl
great crested grebe	Bahri
bobsleigh	yarış kızağı
premature ejaculation	erken boşalma
legalization	yasallaştırma
clipper	hızlı giden şey
sociolinguistics	toplum dil bilimi
Isaiah	Yeşaya
extend	uzatmak
rook	ekin kargası
vulgarism	bayağılık
booby	ahmak kimse
sham	hile
learning	öğrenme
peerage	asılzadelerin nesep kitabı
fervent	ateşli
idler	avare
heifer	düve
interconnection	bağlantı
seem	görünmek
mankind	insan
pinpoint	bir tutmak
crawfish	kerevit
stocky	bodurluk
Bratislava	Bratislava
bewitch	büyülemek
spurn	tenezzül etmemek
hamster	hamster
polymorphous	değişik safhalardan geçme
foreign	yabancı
cache	önbellek
homeless	evsiz
revoke	feshetmek
fugue	füg
tourist	turist
theta	teta
Aaron	Harun
defend	savunmak
mislay	kaybetmek
joinery	marangozluk
cornflour	mısır nişastası
trident	Neptünün sembolü
thumbtack	raptiye
danger	tehlike
bugler	zurna
CD player	CD çalar
Paleolithic	Eski Taş Çağı
tango	tango
noseless	burunsuz
intersect	ikiye bölmek kesişmek
toll	ücretli
headpiece	başlık
hear	duymak
transient	fani
owner	sahip
attrition	aşınma
branch	dal
pretext	bahane
behave	davranmak
holiday	bayram
capsicum	biber
bibliographic	bibliyografyaya ait
reporter	gazeteci
forsake	terketmek
pocketbook	cep kitabı
replicate	katlamak
mating	çiftleşme
dispenser	dağıtıcı
miraculous	doğaüstü
doubtlessly	şüphesiz
ad	reklâm
europium	europyum
conjurer	hokkabaz
noggin	kafa
larder	kiler
crispy	kıvırcık
romantic	romantik
soapstone	sabuntaşı
predation	yağma
salesman	satıcı
tocsin	tehlike işareti
hydrogen bond	hidrojen bağı
Turing machine	Turing makinesi
syrupy	şuruplu
Guyanese	Guyanalı
conceit	benlik davası
funny	komik
terror	terör
sane	sağ
erythrocyte	alyuvar
pineapple	ananas
produce	üretmek
taper	mum
deny	yalanlamak
decease	ölmek
rumple	karıştırmak
ruffle	karıştırmak
synagogue	sinagog
egalitarian	eşitlikçi
adit	galeri
excursion	gezi
pulchritude	güzellik
Greater Antilles	Büyük Antiller
literally	harfi harfine
Helsinki	Helsinki
coefficient	katsayı
Mephistopheles	Mephistopheles
psalmist	mezmur yazan
nitrite	nitrür
dude	oğlan
aerospace	roket
Ob	Obi
dropsy	sıskalık
soda water	soda
Abkhazia	Abhazya
Cayman Islands	Cayman Adaları
Bursa	Bursa
Shetland	Shetland
hexahedron	altıyüzlü
systemic	vücuda ait
jet engine	turbo jet
bandwagon	grup vagon
electrophoresis	elektroforez
mole cricket	danaburnugil
farewell	hoşça kal
artless	doğal saf sade
debunk	açmak
spill	akıtmak
Antwerp	Anvers
sponge	sünger
seed	tohum
vulgarity	kabalık
fecundate	döllemek
fat	yağ
starch	nişasta
putty	bulamak
dare	cesaret etmek
asphodel	çirişotu
tremendous	akıl durdurucu
Democratic Republic of the Congo	Demokratik Kongo Cumhuriyeti
tenacity	yapışkanlık
rostrum	gaga
fasces	hakimlik sembolü
delphinium	hezaren
fluorite	fluorit
gash	uzunca bıçak
amusement park	lunapark
gladden	neşelendirmek
rhubarb	ravent
Corsica	Korsika
Sami	Laponca
Calliope	Kalliope
West Bank	Batı Şeria
drachma	drahmi
rational number	rasyonel sayı
interpretation	yorum
bias	önyargı
